instant,class code,largest spot code,spot dist code,Activity,Evolution,Previous 24 hour code,Historically-complex,become complex,Area,Area of the largest spot,target
711,4,2,1,2,2.0,1.0,2,2,2,1,1
712,5,0,3,1,2.0,1.0,1,1,1,1,0
713,0,5,2,1,1.0,1.0,1,2,1,1,0
714,1,3,2,1,2.0,1.0,1,2,1,1,0
715,5,4,3,1,2.0,1.0,2,2,1,1,0
716,5,4,3,1,3.0,1.0,1,1,1,1,0
717,5,4,3,1,2.0,1.0,1,2,1,1,0
718,0,5,2,1,3.0,1.0,1,2,1,1,0
719,1,3,2,1,2.0,1.0,2,2,1,1,0
720,5,4,3,1,2.0,1.0,1,2,1,1,0
721,1,3,2,1,3.0,1.0,1,2,1,1,0
722,0,5,2,1,2.0,1.0,1,2,1,1,0
723,1,3,2,1,3.0,1.0,1,2,1,1,0
724,3,0,1,2,2.0,1.0,2,2,1,1,1
725,1,3,2,1,3.0,1.0,1,2,1,1,0
726,5,1,3,1,2.0,1.0,1,1,1,1,0
727,1,4,2,1,2.0,1.0,1,2,1,1,0
728,5,3,3,1,3.0,1.0,2,2,1,1,0
729,5,3,3,1,2.0,1.0,1,2,1,1,0
730,5,4,3,2,2.0,1.0,2,2,1,1,0
731,5,4,3,2,3.0,1.0,1,2,1,1,0
732,1,4,2,1,3.0,1.0,1,2,1,1,1
733,2,3,2,1,3.0,1.0,1,2,1,1,0
734,5,3,3,1,2.0,1.0,1,2,1,1,0
735,1,3,2,1,3.0,1.0,1,2,1,1,0
736,0,5,2,2,2.0,1.0,2,2,1,1,1
737,5,4,3,1,1.0,1.0,1,2,1,1,0
738,2,3,2,1,3.0,1.0,1,2,1,1,0
739,5,4,3,1,2.0,1.0,1,1,1,1,0
740,1,3,2,1,2.0,1.0,1,2,1,1,0
741,1,3,2,1,2.0,1.0,1,2,1,1,0
742,2,4,2,2,3.0,1.0,2,2,1,1,0
743,5,4,3,1,2.0,1.0,1,2,1,1,1
744,3,4,2,1,2.0,1.0,1,2,1,1,0
745,5,4,3,1,2.0,1.0,1,1,1,1,0
746,0,5,2,1,1.0,1.0,1,2,1,1,0
747,2,3,2,1,3.0,1.0,1,2,1,1,0
748,2,0,2,1,3.0,1.0,1,2,1,1,1
749,5,3,3,1,2.0,1.0,1,1,1,1,0
750,2,4,2,1,3.0,1.0,1,2,1,1,0
751,5,4,3,1,2.0,1.0,1,1,1,1,1
752,1,3,2,1,2.0,1.0,1,2,1,1,0
753,5,0,3,1,3.0,1.0,1,1,1,1,0
754,2,3,2,1,3.0,1.0,1,2,1,1,0
755,2,4,1,2,2.0,1.0,2,2,1,1,0
756,1,0,1,2,3.0,1.0,2,2,1,1,0
757,1,4,2,1,3.0,1.0,1,2,1,1,0
758,1,4,2,1,3.0,1.0,1,2,1,1,0
759,5,3,3,1,3.0,1.0,1,2,1,1,0
760,5,4,3,1,1.0,1.0,1,2,1,1,0
761,5,0,3,2,3.0,2.0,2,2,1,1,0
762,5,4,3,1,3.0,1.0,1,2,1,1,0
763,2,1,2,1,3.0,1.0,2,2,1,1,0
764,2,4,1,1,3.0,1.0,2,2,1,1,0
765,1,1,2,1,3.0,1.0,1,2,1,1,1
766,0,5,2,1,3.0,1.0,1,2,1,1,0
767,5,3,3,1,2.0,1.0,1,2,1,1,0
768,2,4,2,1,3.0,1.0,2,2,1,1,0
769,5,4,3,1,2.0,1.0,1,2,1,1,0
770,2,4,2,1,2.0,1.0,1,2,1,1,1
771,3,0,1,1,2.0,1.0,2,2,1,1,0
772,5,4,3,1,3.0,1.0,1,1,1,1,0
773,0,5,2,1,3.0,1.0,1,2,1,1,0
774,1,4,2,1,3.0,1.0,2,2,1,1,0
775,0,5,1,1,3.0,1.0,2,2,1,1,0
776,5,4,3,1,3.0,1.0,1,1,1,1,0
777,1,0,2,1,2.0,1.0,2,2,1,1,0
778,2,4,2,1,3.0,1.0,1,2,1,1,1
779,5,4,3,1,2.0,1.0,1,2,1,1,0
780,5,4,3,1,2.0,1.0,1,2,1,1,0
781,2,0,1,2,2.0,1.0,2,2,1,1,0
782,5,3,3,1,3.0,1.0,1,1,1,1,0
783,1,3,2,1,2.0,1.0,1,2,1,1,0
784,4,3,1,1,2.0,1.0,2,2,1,1,1
785,0,5,2,1,1.0,1.0,1,2,1,1,0
786,0,5,2,1,2.0,1.0,2,2,1,1,0
787,5,4,3,1,2.0,1.0,1,1,1,1,0
788,3,1,2,2,2.0,1.0,2,2,1,1,1
789,5,4,3,1,2.0,1.0,1,1,1,1,0
790,1,3,2,1,3.0,1.0,1,2,1,1,0
791,3,0,2,1,2.0,1.0,2,2,1,1,0
792,2,1,1,2,3.0,1.0,2,2,1,1,0
793,2,3,2,1,3.0,1.0,1,2,1,1,0
794,5,4,3,1,3.0,1.0,2,1,1,1,0
795,0,5,2,1,2.0,1.0,1,2,1,1,0
796,5,4,3,1,1.0,1.0,1,2,1,1,0
797,5,4,3,1,1.0,1.0,2,2,1,1,0
798,0,5,2,1,3.0,1.0,1,2,1,1,0
799,1,3,2,1,2.0,1.0,1,2,1,1,0
800,2,4,2,1,2.0,1.0,2,2,1,1,0
801,2,0,2,2,2.0,3.0,2,2,1,1,0
802,3,2,0,1,3.0,1.0,2,2,2,1,1
803,0,5,2,1,3.0,1.0,1,2,1,1,0
804,2,2,1,1,3.0,1.0,2,2,1,1,1
805,2,0,1,2,3.0,3.0,2,2,1,1,1
806,0,5,1,1,2.0,1.0,1,2,1,1,0
807,1,4,2,2,2.0,3.0,2,2,1,1,0
808,5,4,3,1,2.0,1.0,2,2,1,1,0
809,5,0,3,1,2.0,1.0,1,2,1,1,0
810,1,4,2,1,3.0,1.0,1,2,1,1,0
811,3,0,1,2,3.0,3.0,2,2,1,1,1
812,2,0,1,2,3.0,1.0,2,2,1,1,0
813,5,0,3,1,2.0,1.0,2,2,1,1,0
814,3,2,1,1,3.0,1.0,2,2,2,1,0
815,5,4,3,1,3.0,1.0,1,1,1,1,0
816,0,5,2,1,2.0,1.0,1,2,1,1,0
817,5,3,3,1,2.0,1.0,1,2,1,1,0
818,5,4,3,1,3.0,1.0,2,2,1,1,0
819,2,4,1,1,3.0,1.0,2,2,1,1,1
820,3,0,0,2,2.0,1.0,2,2,1,1,0
821,5,4,3,1,2.0,1.0,2,2,1,1,0
822,1,0,1,1,2.0,1.0,2,2,1,1,0
823,2,0,1,1,1.0,1.0,2,2,1,1,1
824,1,0,2,1,3.0,1.0,1,2,1,1,0
825,2,4,1,1,2.0,1.0,2,2,1,1,0
826,1,4,1,1,3.0,1.0,1,2,1,1,1
827,4,1,2,1,2.0,1.0,2,2,1,1,1
828,5,4,3,1,2.0,1.0,1,1,1,1,0
829,2,0,2,1,2.0,1.0,2,2,1,1,0
830,5,4,3,1,2.0,1.0,1,1,1,1,0
831,1,4,2,1,2.0,1.0,1,2,1,1,0
832,0,5,2,1,3.0,1.0,1,2,1,1,0
833,2,4,2,1,3.0,1.0,1,2,1,1,0
834,3,2,0,2,2.0,1.0,2,2,1,1,0
835,4,0,1,2,3.0,1.0,2,2,1,1,0
836,3,0,2,1,2.0,1.0,2,2,1,1,1
837,2,4,2,1,3.0,1.0,1,2,1,1,1
838,0,5,2,1,2.0,1.0,2,2,1,1,0
839,4,0,1,2,2.0,1.0,2,2,1,1,1
840,5,3,3,1,2.0,1.0,1,2,1,1,0
841,4,2,1,2,3.0,1.0,2,2,2,1,1
842,2,4,2,1,3.0,1.0,1,2,1,1,0
843,1,4,2,2,3.0,1.0,1,2,1,1,1
844,2,0,1,1,3.0,1.0,1,2,1,1,0
845,2,0,1,1,2.0,1.0,2,2,1,1,1
846,2,4,2,1,1.0,1.0,1,2,1,1,0
847,0,5,2,1,3.0,1.0,1,2,1,1,0
848,5,3,3,1,2.0,1.0,1,2,1,1,0
849,2,4,2,1,2.0,1.0,2,2,1,1,1
850,3,0,2,1,2.0,1.0,2,2,1,1,1
851,3,0,1,1,2.0,1.0,2,2,1,1,0
852,0,5,2,2,3.0,1.0,1,2,1,1,0
853,2,1,2,1,2.0,1.0,2,2,1,1,0
854,2,3,1,1,3.0,1.0,2,2,1,1,0
855,1,3,2,1,3.0,1.0,1,2,1,1,0
856,2,3,1,1,3.0,1.0,2,2,1,1,0
857,2,0,2,1,3.0,1.0,2,2,1,1,0
858,5,4,3,1,1.0,1.0,2,2,1,1,0
859,2,0,2,1,3.0,1.0,1,2,1,1,0
860,1,0,2,1,2.0,1.0,2,2,1,1,0
861,2,4,1,1,3.0,1.0,2,2,1,1,0
862,2,3,1,1,3.0,1.0,1,2,1,1,1
863,0,5,2,1,3.0,1.0,1,2,1,1,0
864,5,3,3,1,3.0,1.0,1,2,1,1,0
865,2,0,1,1,2.0,1.0,1,2,1,1,0
866,2,0,1,1,2.0,1.0,1,2,1,1,0
867,5,3,3,1,1.0,1.0,1,2,1,1,0
868,1,4,2,2,2.0,1.0,1,2,1,1,0
869,2,0,1,1,2.0,1.0,2,2,1,1,0
870,2,4,1,2,3.0,1.0,1,2,1,1,0
871,1,4,2,1,2.0,1.0,2,2,1,1,0
872,0,5,2,1,3.0,1.0,1,2,1,1,1
873,5,4,3,1,2.0,1.0,1,1,1,1,0
874,1,4,2,2,1.0,1.0,1,2,1,1,0
875,1,0,2,1,3.0,1.0,2,2,1,1,0
876,0,5,2,1,3.0,1.0,1,2,1,1,0
877,0,5,2,1,3.0,1.0,1,2,1,1,0
878,1,3,2,1,3.0,1.0,1,2,1,1,0
879,4,2,0,1,2.0,1.0,2,2,2,1,0
880,1,0,1,1,2.0,1.0,2,2,1,1,0
881,4,2,1,2,2.0,3.0,2,2,1,1,0
882,1,0,2,1,3.0,1.0,2,2,1,1,0
883,1,0,2,1,2.0,1.0,2,2,1,1,0
884,1,4,2,1,2.0,1.0,2,2,1,1,0
885,5,4,3,1,2.0,1.0,1,2,1,1,0
886,2,0,2,1,2.0,1.0,1,2,1,1,0
887,3,0,2,1,2.0,1.0,2,2,1,1,0
888,5,4,3,1,2.0,1.0,1,1,1,1,0
889,5,4,3,1,2.0,1.0,1,2,1,1,0
890,2,3,2,1,3.0,1.0,1,2,1,1,0
891,1,3,2,1,3.0,1.0,1,2,1,1,0
892,2,1,2,1,3.0,1.0,2,2,1,1,0
893,1,4,2,1,2.0,1.0,1,2,1,1,0
894,5,0,3,1,3.0,1.0,2,1,1,1,0
895,1,3,2,1,2.0,1.0,1,2,1,1,0
896,2,0,2,2,3.0,1.0,1,2,1,1,0
897,5,4,3,1,3.0,1.0,1,2,1,1,0
898,5,0,3,1,2.0,1.0,2,2,1,1,0
899,0,4,2,1,3.0,1.0,1,2,1,1,0
900,2,2,1,1,3.0,1.0,2,2,1,1,0
901,0,5,2,1,2.0,1.0,1,2,1,1,1
902,0,5,2,1,3.0,1.0,1,2,1,1,0
903,4,0,1,2,2.0,3.0,2,2,1,1,0
904,2,4,2,1,3.0,1.0,2,2,1,1,0
905,2,3,2,1,3.0,1.0,1,2,1,1,0
906,2,3,2,1,2.0,1.0,1,2,1,1,0
907,5,4,3,2,2.0,1.0,1,2,1,1,0
908,5,1,3,1,2.0,1.0,1,1,1,1,0
909,1,3,2,1,2.0,1.0,1,2,1,1,0
910,4,0,1,1,2.0,1.0,2,2,1,1,1
911,5,4,3,1,2.0,1.0,2,2,1,1,0
912,5,4,3,1,2.0,1.0,2,2,1,1,0
913,1,3,2,1,3.0,1.0,1,2,1,1,0
914,5,4,3,1,2.0,1.0,1,2,1,1,0
915,2,0,1,1,3.0,1.0,2,2,1,1,0
916,5,4,3,1,1.0,1.0,2,2,1,1,1
917,0,5,2,1,3.0,1.0,1,2,1,1,1
918,2,0,1,1,3.0,1.0,2,2,1,1,0
919,3,1,0,2,3.0,1.0,2,2,1,1,0
920,4,2,0,2,3.0,3.0,2,2,2,1,1
921,0,5,2,1,3.0,1.0,1,2,1,1,0
922,2,4,2,2,3.0,1.0,2,2,1,1,0
923,0,5,2,1,2.0,1.0,1,2,1,1,0
924,2,0,1,1,3.0,1.0,2,2,1,1,1
925,5,4,3,1,3.0,1.0,1,1,1,1,0
926,5,3,3,1,2.0,1.0,1,2,1,1,0
927,2,3,1,1,2.0,1.0,2,2,1,1,0
928,0,5,2,1,2.0,1.0,1,2,1,1,0
929,5,4,3,1,2.0,1.0,1,1,1,1,0
930,4,4,2,1,1.0,1.0,2,2,1,1,0
931,1,4,2,1,3.0,1.0,2,2,1,1,0
932,5,3,3,1,2.0,1.0,2,2,1,1,0
933,1,3,1,1,2.0,1.0,2,2,1,1,1
934,2,4,2,1,2.0,1.0,1,2,1,1,0
935,5,4,3,1,2.0,1.0,2,1,1,1,0
936,1,0,1,1,2.0,1.0,2,2,1,1,0
937,5,4,3,2,2.0,1.0,1,2,1,1,0
938,1,4,1,2,2.0,1.0,2,2,1,1,0
939,1,3,1,1,3.0,1.0,1,2,1,1,0
940,0,5,1,1,3.0,1.0,1,2,1,1,0
941,0,5,2,2,1.0,1.0,2,2,1,1,0
942,1,3,2,1,2.0,1.0,2,2,1,1,0
943,1,3,2,1,3.0,1.0,1,2,1,1,0
944,5,4,3,2,2.0,1.0,1,1,1,1,0
945,1,3,2,1,3.0,1.0,1,2,1,1,0
946,1,4,2,1,2.0,1.0,1,2,1,1,0
947,2,0,0,2,3.0,1.0,1,2,1,1,1
948,3,4,2,2,3.0,3.0,1,2,1,1,0
949,1,3,1,1,2.0,1.0,1,2,1,1,0
950,5,4,3,1,2.0,1.0,1,1,1,1,0
951,3,0,2,2,3.0,1.0,2,2,1,1,0
952,2,4,2,1,2.0,1.0,1,2,1,1,1
953,5,4,3,1,2.0,1.0,1,1,1,1,0
954,5,4,3,1,3.0,1.0,2,2,1,1,0
955,5,4,3,1,2.0,1.0,2,2,1,1,0
956,5,4,3,1,2.0,1.0,1,1,1,1,0
957,2,0,1,1,3.0,1.0,1,2,1,1,0
958,1,3,1,2,1.0,1.0,2,2,1,1,0
959,2,4,2,1,3.0,1.0,1,2,1,1,0
960,3,0,1,2,3.0,1.0,2,2,1,1,1
961,4,2,0,2,3.0,1.0,2,2,2,1,0
962,2,3,1,1,3.0,1.0,1,2,1,1,0
963,5,3,3,1,2.0,1.0,1,2,1,1,0
964,5,3,3,1,3.0,1.0,1,2,1,1,1
965,1,4,2,2,2.0,1.0,1,2,1,1,0
966,0,5,2,1,3.0,1.0,1,2,1,1,0
967,2,4,2,1,2.0,1.0,1,2,1,1,0
968,2,2,1,1,3.0,1.0,2,2,1,1,1
969,1,3,2,1,3.0,1.0,1,2,1,1,0
970,1,3,2,1,3.0,1.0,1,2,1,1,0
971,0,5,1,1,3.0,1.0,1,2,1,1,0
972,0,5,1,1,2.0,1.0,1,2,1,1,0
973,3,4,1,1,3.0,1.0,2,2,1,1,1
974,5,4,3,1,3.0,1.0,2,2,1,1,0
975,0,5,2,1,2.0,1.0,1,2,1,1,0
976,2,4,2,1,2.0,1.0,2,2,1,1,1
977,2,0,1,2,2.0,1.0,2,2,1,1,0
978,3,0,2,1,1.0,1.0,2,2,1,1,1
979,5,4,3,1,2.0,1.0,1,2,1,1,0
980,2,2,1,2,3.0,1.0,2,2,1,1,1
981,1,3,2,1,3.0,1.0,1,2,1,1,0
982,5,4,3,2,2.0,1.0,1,2,1,1,0
983,5,3,3,1,3.0,1.0,1,1,1,1,0
984,2,4,2,1,1.0,3.0,2,2,1,1,0
985,1,0,2,1,3.0,1.0,2,2,1,1,0
986,3,0,1,2,3.0,1.0,1,2,1,1,1
987,2,3,2,1,2.0,1.0,2,2,1,1,0
988,1,3,2,1,2.0,1.0,1,2,1,1,0
989,1,3,2,1,3.0,1.0,1,2,1,1,0
990,0,5,2,1,3.0,1.0,1,2,1,1,0
991,1,4,2,1,3.0,1.0,1,2,1,1,0
992,3,0,2,1,2.0,1.0,2,2,1,1,1
993,3,2,1,1,2.0,1.0,2,2,1,1,1
994,1,3,2,1,1.0,1.0,2,2,1,1,0
995,0,5,2,1,3.0,1.0,1,2,1,1,1
996,3,4,1,2,3.0,1.0,2,2,1,1,0
997,0,5,2,1,3.0,1.0,1,2,1,1,0
998,5,4,3,1,3.0,1.0,2,2,1,1,0
999,5,4,3,1,3.0,1.0,1,2,1,1,0
1000,3,2,1,2,2.0,1.0,2,2,1,1,1
1001,0,5,2,1,3.0,1.0,1,2,1,1,0
1002,5,1,3,1,3.0,1.0,1,2,1,1,0
1003,5,4,3,1,2.0,1.0,2,1,1,1,0
1004,5,4,3,1,2.0,1.0,1,2,1,1,0
1005,5,3,3,1,3.0,1.0,2,1,1,1,0
1006,5,4,3,1,2.0,1.0,1,2,1,1,1
1007,0,5,2,1,3.0,1.0,1,2,1,1,0
1008,1,4,2,1,2.0,1.0,2,2,1,1,0
1009,2,0,1,2,2.0,1.0,2,2,1,1,1
1010,5,4,3,1,3.0,1.0,2,1,1,1,0
1011,4,2,1,1,2.0,1.0,2,2,1,1,1
1012,3,0,1,2,3.0,1.0,2,2,1,1,0
1013,0,5,2,1,2.0,1.0,1,2,1,1,0
1014,0,5,2,1,3.0,1.0,1,2,1,1,0
1015,0,5,2,1,3.0,1.0,1,2,1,1,0
1016,2,0,2,2,3.0,3.0,2,2,1,1,1
1017,0,5,2,1,3.0,1.0,1,2,1,1,0
1018,2,0,2,1,3.0,1.0,1,2,1,1,0
1019,0,5,2,1,3.0,1.0,1,2,1,1,0
1020,5,3,3,2,1.0,1.0,2,2,1,1,0
1021,3,3,2,1,3.0,1.0,2,2,2,1,0
1022,4,2,0,2,3.0,1.0,2,2,2,1,0
1023,2,4,2,1,1.0,1.0,2,2,1,1,0
1024,2,3,1,1,3.0,1.0,2,2,1,1,0
1025,1,4,2,2,2.0,2.0,1,2,1,1,0
1026,0,5,2,1,3.0,1.0,1,2,1,1,0
1027,1,3,2,1,2.0,1.0,1,2,1,1,0
1028,2,4,2,1,2.0,1.0,2,2,1,1,0
1029,1,3,2,1,3.0,1.0,1,2,1,1,0
1030,1,2,2,1,2.0,1.0,1,2,1,1,1
1031,0,5,2,1,3.0,1.0,1,2,1,1,0
1032,2,0,2,1,3.0,1.0,1,2,1,1,1
1033,2,3,2,1,3.0,1.0,1,2,1,1,1
1034,0,5,2,1,3.0,1.0,1,2,1,1,1
1035,0,5,2,1,2.0,1.0,1,2,1,1,0
1036,1,1,2,1,3.0,1.0,2,2,1,1,0
1037,0,5,2,1,2.0,1.0,1,2,1,1,0
1038,2,3,2,1,3.0,1.0,1,2,1,1,0
1039,5,0,3,1,2.0,1.0,2,2,1,1,0
1040,1,4,1,1,2.0,1.0,1,2,1,1,0
1041,2,0,1,2,2.0,1.0,2,2,1,1,1
1042,5,4,3,1,2.0,1.0,1,2,1,1,0
1043,1,0,2,1,2.0,1.0,1,2,1,1,1
1044,4,0,0,2,3.0,1.0,2,2,2,1,1
1045,2,0,1,1,3.0,1.0,2,2,1,1,1
1046,4,0,1,2,2.0,1.0,2,2,1,1,1
1047,2,4,2,1,2.0,1.0,2,2,1,1,0
1048,3,1,1,1,3.0,1.0,2,2,1,1,1
1049,5,4,3,1,3.0,1.0,1,2,1,1,0
1050,1,3,2,1,3.0,1.0,1,2,1,1,0
1051,2,0,1,1,3.0,1.0,1,2,1,1,0
1052,2,3,1,1,3.0,1.0,1,2,1,1,1
1053,0,5,1,2,2.0,1.0,2,2,1,1,0
1054,1,4,2,1,3.0,1.0,1,2,1,1,0
1055,5,4,3,1,2.0,1.0,2,1,1,1,0
1056,1,3,2,1,2.0,1.0,1,2,1,1,0
1057,5,4,3,1,2.0,1.0,2,2,1,1,0
1058,5,3,3,1,3.0,1.0,1,2,1,1,0
1059,5,4,3,1,3.0,1.0,2,2,1,1,1
1060,0,5,2,1,1.0,1.0,1,2,1,1,0
1061,0,5,2,1,3.0,1.0,1,2,1,1,0
1062,5,0,3,1,3.0,1.0,1,1,1,1,0
1063,5,3,3,1,2.0,1.0,1,2,1,1,0
1064,2,3,2,1,3.0,1.0,1,2,1,1,0
1065,0,5,2,1,3.0,1.0,1,2,1,1,1
